jp	tw	en	kr
ルーキー 準々決勝	菜鳥 半準決賽	Rookie Quarterfinals	루키	준준결승
ルーキー 準決勝	菜鳥 準決賽	Rookie Semifinals	루키 준결승
ルーキー 決勝	菜鳥 決賽	Rookie Finals	루키 결승
ビギナー 準々決勝	入門 半準決賽	Beginner Quarterfinals	비기너 준준결승
ビギナー 準決勝	入門 準決賽	Beginner Semifinals	비기너 준결승
ビギナー 決勝	入門 決賽	Beginner Finals	비기너 결승
ベテラン 準々決勝	老手 半準決賽	Adept Quarterfinals	베테랑 준준결승
ベテラン 準決勝	老手 準決賽	Adept Semifinals	베테랑 준결승
ベテラン 決勝	老手 決賽	Adept Finals	베테랑 결승
プロ 準々決勝	職業 半準決賽	Pro Quarterfinals	프로 준준결승
プロ 準決勝	職業 準決賽	Pro Semifinals	프로 준결승
プロ 決勝	職業 決賽	Pro Finals	프로 결승
エキスパート 準々決勝	專家 半準決賽	Expert Quarterfinals	엑스퍼트 준준결승
エキスパート 準決勝	專家 準決賽	Expert Semifinals	엑스퍼트 준결승
エキスパート 決勝	專家 決賽	Expert Finals	엑스퍼트 결승
マスター 準々決勝	大師 半準決賽	Master Quarterfinals	마스터 준준결승
マスター 準決勝	大師 準決賽	Master Semifinals	마스터 준결승
マスター 決勝	大師 決賽	Master Finals	마스터 결승
紅き本能の起源	紅色本能的起源	Crimson Dawn	붉은 본능의 기원
浮ける本能の起源	飄浮本能的起源	Cheerful Dawn	들뜬 본능의 기원
黒き本能の起源	黑色本能的起源	Ebony Dawn	검은 본능의 기원
聖なる本能の起源	神聖本能的起源	Holy Dawn	성스러운 본능의 기원
蒼き本能の起源	蒼藍本能的起源	Azure Dawn	푸른 본능의 기원
朽ちた本能の起源	腐朽本能的起源	Rotten Dawn	썩은 본능의 기원
硬き本能の起源	強硬本能的起源	Adamantine Dawn	단단한 본능의 기원
紅き本能の頂	紅色本能的頂點	Crimson Apex	붉은 본능의 정점
浮ける本能の頂	飄浮本能的頂點	Cheerful Apex	들뜬 본능의 정점
黒き本能の頂	黑色本能的頂點	Ebony Apex	검은 본능의 정점
聖なる本能の頂	神聖本能的頂點	Holy Apex	성스러운 본능의 정점
蒼き本能の頂	蒼藍本能的頂點	Azure Apex	푸른 본능의 정점
朽ちた本能の頂	腐朽本能的頂點	Rotten Apex	썩은 본능의 정점
硬き本能の頂	強硬本能的頂點	Adamantine Apex	단단한 본능의 정점
紅き本能の秘境	紅色本能的秘境	Crimson Refuge	붉은 본능의 비경
浮ける本能の秘境	飄浮本能的秘境	Cheerful Refuge	들뜬 본능의 비경
黒き本能の秘境	黑色本能的秘境	Ebony Refuge	검은 본능의 비경
聖なる本能の秘境	神聖本能的秘境	Holy Refuge	성스러운 본능의 비경
蒼き本能の秘境	蒼藍本能的秘境	Azure Refuge	푸른 본능의 비경
朽ちた本能の秘境	腐朽本能的秘境	Rotten Refuge	썩은 본능의 비경
硬き本能の秘境	強硬本能的秘境	Adamantine Refuge	단단한 본능의 비경
パレードLv.1	大家來遊行Lv.1	Parade Lv.1	퍼레이드 Lv.1
パレードLv.2	大家來遊行Lv.2	Parade Lv.2	퍼레이드 Lv.2
パレードLv.3	大家來遊行Lv.3	Parade Lv.3	퍼레이드 Lv.3
パレードLv.4	大家來遊行Lv.4	Parade Lv.4	퍼레이드 Lv.4
パレードLv.5	大家來遊行Lv.5	Parade Lv.5	퍼레이드 Lv.5
パレードLv.6	大家來遊行Lv.6	Parade Lv.6	퍼레이드 Lv.6
パレードLv.7	大家來遊行Lv.7	Parade Lv.7	퍼레이드 Lv.7
パレードLv.8	大家來遊行Lv.8	Parade Lv.8	퍼레이드 Lv.8
パレードLv.9	大家來遊行Lv.9	Parade Lv.9	퍼레이드 Lv.9
パレードLv.MAX	大家來遊行Lv MAX	Parade Lv.MAX	퍼레이드 Lv.MAX
2012年	2012年	2012	2012년
2013年 その1	2013年 之1	2013 Part 1	2013년: ①
2013年 その2	2013年 之2	2013 Part 2	2013년: ②
2014年 その1	2014年 之1	2014 Part 1	2014년: ①
2014年 その2	2014年 之2	2014 Part 2	2014년: ②
2015年 その1	2015年 之1	2015 Part 1	2015년: ①
2015年 その2	2015年 之2	2015 Part 2	2015년: ②
2016年 その1	2016年 之1	2016 Part 1	2016년: ①
2016年 その2	2016年 之2	2016 Part 2	2016년: ②
2017年 その1	2017年 之1	2017 Part 1	2017년: ①
2017年 その2	2017年 之2	2017 Part 2	2017년: ②
2018年 その1	2018年 之1	2018 Part 1	2018년: ①
2018年 その2	2018年 之2	2018 Part 2	2018년: ②
2019年 その1	2020年 之1	2020 Part 1	2020년: ①
2019年 その2	2020年 之2	2020 Part 2	2020년: ②
2020年 その1	2021年 之1	2021 Part 1	2021년: ①
2020年 その2	2021年 之2	2021 Part 2	2021년: ②
2021年 その1	2023年 之1	2023 Part 1	2023년: ①
2021年 その2	2023年 之2	2023 Part 2	2023년: ②
2022年	2025年	2024	2024년
配達Lv.1	發送禮物Lv.1	Delivery Lv.1	배달 Lv.1
配達Lv.2	發送禮物Lv.2	Delivery Lv.2	배달 Lv.2
配達Lv.3	發送禮物Lv.3	Delivery Lv.3	배달 Lv.3
配達Lv.4	發送禮物Lv.4	Delivery Lv.4	배달 Lv.4
配達Lv.5	發送禮物Lv.5	Delivery Lv.5	배달 Lv.5
配達Lv.6	發送禮物Lv.6	Delivery Lv.6	배달 Lv.6
配達Lv.7	發送禮物Lv.7	Delivery Lv.7	배달 Lv.7
配達Lv.8	發送禮物Lv.8	Delivery Lv.8	배달 Lv.8
配達Lv.9	發送禮物Lv.9	Delivery Lv.9	배달 Lv.9
配達Lv.MAX	發送禮物Lv.MAX	Delivery Lv.MAX	배달 Lv.MAX
卯年 Lv.1	兔年 Lv.1	Year of the Rabbit Lv.1	토끼의 해 Lv.1
卯年 Lv.2	兔年 Lv.2	Year of the Rabbit Lv.2	토끼의 해 Lv.2
卯年 Lv.3	兔年 Lv.3	Year of the Rabbit Lv.3	토끼의 해 Lv.3
卯年 Lv.4	兔年 Lv.4	Year of the Rabbit Lv.4	토끼의 해 Lv.4
卯年 Lv.5	兔年 Lv.5	Year of the Rabbit Lv.5	토끼의 해 Lv.5
卯年 Lv.6	兔年 Lv.6	Year of the Rabbit Lv.6	토끼의 해 Lv.6
卯年 Lv.7	兔年 Lv.7	Year of the Rabbit Lv.7	토끼의 해 Lv.7
卯年 Lv.8	兔年 Lv.8	Year of the Rabbit Lv.8	토끼의 해 Lv.8
卯年 Lv.9	兔年 Lv.9	Year of the Rabbit Lv.9	토끼의 해 Lv.9
卯年 Lv.MAX	兔年 Lv.MAX	Year of the Rabbit Lv.MAX	토끼의 해 Lv.MAX
盾の殺意 Lv.1	盾牌的殺意 Lv.1	Deadly Protection Lv.1	방패의 살의 Lv.1
盾の殺意 Lv.2	盾牌的殺意 Lv.2	Deadly Protection Lv.2	방패의 살의 Lv.2
盾の殺意 Lv.3	盾牌的殺意 Lv.3	Deadly Protection Lv.3	방패의 살의 Lv.3
盾の殺意 Lv.4	盾牌的殺意 Lv.4	Deadly Protection Lv.4	방패의 살의 Lv.4
盾の殺意 Lv.5	盾牌的殺意 Lv.5	Deadly Protection Lv.5	방패의 살의 Lv.5
盾の殺意 Lv.6	盾牌的殺意 Lv.6	Deadly Protection Lv.6	방패의 살의 Lv.6
盾の殺意 Lv.7	盾牌的殺意 Lv.7	Deadly Protection Lv.7	방패의 살의 Lv.7
盾の殺意 Lv.8	盾牌的殺意 Lv.8	Deadly Protection Lv.8	방패의 살의 Lv.8
盾の殺意 Lv.9	盾牌的殺意 Lv.9	Deadly Protection Lv.9	방패의 살의 Lv.9
盾の殺意 Lv.MAX	盾牌的殺意 Lv.MAX	Deadly Protection Lv.MAX	방패의 살의 Lv.MAX
三体 Lv.1	三人行Lv.1	Three Omens Lv.1	삼체 Lv.1
三体 Lv.2	三人行Lv.2	Three Omens Lv.2	삼체 Lv.2
三体 Lv.3	三人行Lv.3	Three Omens Lv.3	삼체 Lv.3
三体 Lv.4	三人行Lv.4	Three Omens Lv.4	삼체 Lv.4
三体 Lv.5	三人行Lv.5	Three Omens Lv.5	삼체 Lv.5
三体 Lv.6	三人行Lv.6	Three Omens Lv.6	삼체 Lv.6
三体 Lv.7	三人行Lv.7	Three Omens Lv.7	삼체 Lv.7
三体 Lv.8	三人行Lv.8	Three Omens Lv.8	삼체 Lv.8
三体 Lv.9	三人行Lv.9	Three Omens Lv.9	삼체 Lv.9
三体 Lv.10	三人行Lv.10	Three Omens Lv.10	삼체 Lv.10
三体 Lv.11	三人行Lv.11	Three Omens Lv.11	삼체 Lv.11
三体 Lv.12	三人行Lv.12	Three Omens Lv.12	삼체 Lv.12
三体 Lv.13	三人行Lv.13	Three Omens Lv.13	삼체 Lv.13
三体 Lv.14	三人行Lv.14	Three Omens Lv.14	삼체 Lv.14
三体 Lv.15	三人行Lv.15	Three Omens Lv.15	삼체 Lv.15
三体 Lv.16	三人行Lv.16	Three Omens Lv.16	삼체 Lv.16
三体 Lv.17	三人行Lv.17	Three Omens Lv.17	삼체 Lv.17
三体 Lv.18	三人行Lv.18	Three Omens Lv.18	삼체 Lv.18
三体 Lv.19	三人行Lv.19	Three Omens Lv.19	삼체 Lv.19
三体 Lv.MAX	三人行Lv.MAX	Three Omens Lv.MAX	삼체 Lv.MAX
旅立ちの朝		Morning Departure	모험을 떠나는 아침
ネコはタンスを開けた		Cats in the Bureau	고양이는 옷장을 열었다
しかし中身はからっぽだった		Totally Empty?	그러나 텅 비어있었다
やせいの犬がとびだしてきた！		Doges Leap Out!	야생의 개가 나타났다!
不思議な踊りを踊った		An Esoteric Dance	이상한 춤을 췄다
薬草も尽きた		All Out of Herbs	약초도 다 떨어졌다
ネコは急所をついた		Critical Cat Hit!	고양이는 급소를 찔렀다
起き上がりこちらを見ている		Waking Side-eye	일어나서 이쪽을 보고 있다
ゆうべは夜更かしでしたね		Up All Night	간밤에는 밤새셨는지요?
故郷の村が壊滅した！		A Hometown Destroyed	고향 마을이 파괴되었다!
宝箱は罠だった		It's a Trap!	보물 상자는 함정이었다
使うと回復する杖		Staff of Healing	사용하면 회복하는 지팡이
呪いで装備が外れない		Cursed Equipment	저주로 장비를 벗을 수 없다
おや！？ネコの様子が…！		Your Cat is Evolving...!	오잉!? 고양이의 모습이...!
ジョブチェンジした		Multiclassing	다른 직업으로 전직했다
伝説の剣が抜けない		Sword in the Stone	전설의 검이 안뽑힌다
すり抜けられる壁		Narrow Shortcut	통과할 수 있는 벽
王様が操られている！		The Puppet King	왕이 조종당하고 있다!
決戦前夜		Night Before Battle	결전 전야
冒険のきろくが消えました		Save Data Not Found	모험의 기록이 사라졌습니다
辰年 Lv.1	取代龍年 Lv.1	Year of the Dragon Lv.1	VS 용 Lv.1
辰年 Lv.2	取代龍年 Lv.2	Year of the Dragon Lv.2	VS 용 Lv.2
辰年 Lv.3	取代龍年 Lv.3	Year of the Dragon Lv.3	VS 용 Lv.3
辰年 Lv.4	取代龍年 Lv.4	Year of the Dragon Lv.4	VS 용 Lv.4
辰年 Lv.5	取代龍年 Lv.5	Year of the Dragon Lv.5	VS 용 Lv.5
辰年 Lv.6	取代龍年 Lv.6	Year of the Dragon Lv.6	VS 용 Lv.6
辰年 Lv.7	取代龍年 Lv.7	Year of the Dragon Lv.7	VS 용 Lv.7
辰年 Lv.8	取代龍年 Lv.8	Year of the Dragon Lv.8	VS 용 Lv.8
辰年 Lv.9	取代龍年 Lv.9	Year of the Dragon Lv.9	VS 용 Lv.9
辰年 Lv.MAX	取代龍年 Lv.MAX	Year of the Dragon Lv.MAX	VS 용 Lv.MAX
殺意 Lv.1	殺意 Lv.1	Bloodthirsty Lv.1	살의 Lv.1
殺意 Lv.2	殺意 Lv.2	Bloodthirsty Lv.2	살의 Lv.2
殺意 Lv.3	殺意 Lv.3	Bloodthirsty Lv.3	살의 Lv.3
殺意 Lv.4	殺意 Lv.4	Bloodthirsty Lv.4	살의 Lv.4
殺意 Lv.5	殺意 Lv.5	Bloodthirsty Lv.5	살의 Lv.5
殺意 Lv.6	殺意 Lv.6	Bloodthirsty Lv.6	살의 Lv.6
殺意 Lv.7	殺意 Lv.7	Bloodthirsty Lv.7	살의 Lv.7
殺意 Lv.8	殺意 Lv.8	Bloodthirsty Lv.8	살의 Lv.8
殺意 Lv.9	殺意 Lv.9	Bloodthirsty Lv.9	살의 Lv.9
殺意 Lv.10	殺意 Lv.10	Bloodthirsty Lv.10	살의 Lv.10
殺意 Lv.11	殺意 Lv.11	Bloodthirsty Lv.11	살의 Lv.11
殺意 Lv.12	殺意 Lv.12	Bloodthirsty Lv.12	살의 Lv.12
殺意 Lv.13	殺意 Lv.13	Bloodthirsty Lv.13	살의 Lv.13
殺意 Lv.14	殺意 Lv.14	Bloodthirsty Lv.14	살의 Lv.14
殺意 Lv.MAX	殺意 Lv.MAX	Bloodthirsty Lv.MAX	살의 Lv.MAX
出土 Lv.1	出土 Lv.1	Excavation Lv.1	출토 Lv.1
出土 Lv.2	出土 Lv.2	Excavation Lv.2	출토 Lv.2
出土 Lv.3	出土 Lv.3	Excavation Lv.3	출토 Lv.3
出土 Lv.4	出土 Lv.4	Excavation Lv.4	출토 Lv.4
出土 Lv.5	出土 Lv.5	Excavation Lv.5	출토 Lv.5
出土 Lv.6	出土 Lv.6	Excavation Lv.6	출토 Lv.6
出土 Lv.7	出土 Lv.7	Excavation Lv.7	출토 Lv.7
出土 Lv.8	出土 Lv.8	Excavation Lv.8	출토 Lv.8
出土 Lv.9	出土 Lv.9	Excavation Lv.9	출토 Lv.9
出土 Lv.10	出土 Lv.10	Excavation Lv.10	출토 Lv.10
出土 Lv.11	出土 Lv.11	Excavation Lv.11	출토 Lv.11
出土 Lv.12	出土 Lv.12	Excavation Lv.12	출토 Lv.12
出土 Lv.13	出土 Lv.13	Excavation Lv.13	출토 Lv.13
出土 Lv.14	出土 Lv.14	Excavation Lv.14	출토 Lv.14
出土 Lv.15	出土 Lv.15	Excavation Lv.15	출토 Lv.15
出土 Lv.16	出土 Lv.16	Excavation Lv.16	출토 Lv.16
出土 Lv.17	出土 Lv.17	Excavation Lv.17	출토 Lv.17
出土 Lv.18	出土 Lv.18	Excavation Lv.18	출토 Lv.18
出土 Lv.19	出土 Lv.19	Excavation Lv.19	출토 Lv.19
出土 Lv.MAX	出土 Lv.MAX	Excavation Lv.MAX	출토 Lv.MAX
新たな冒険		A New Adventure	새로운 모험
村人総出でお見送り		Village Send-off	마을 사람들의 배웅
おじさんが道を塞いでいる		Old Man Roadblock	길을 막는 아저씨
いざ、わんわん城へ		Off to Doge Castle	멍뭉성으로 출발
邪悪な気配		A Vile Presence	불길한 느낌
曇りだした大空		Looming Clouds	먹구름 낀 하늘
襲い来る影		Fated Shadows	그림자의 습격
正気を失う村人		Mindless Villagers	정신을 잃은 마을 사람들
邪悪なオーラ		Wicked Aura	사악한 기운
操られし大王		Manipulated King	조종당하는 대왕
目覚めの海岸	醒來就在海邊	Awaking on a Beach	눈 떠보니 무인도
洞窟で震える夜	在洞穴裡過夜	Shivering in a Cave	동굴 속 잠 못 이루는 밤
誰にも届かぬSOS	沒人看到SOS	Unnoticed SOS	전달되지 않는 SOS
毒キノコで腹下し	吃了毒菇腹瀉	Toadstool Bellyache	독버섯 먹고 배탈
夢見る脱出、溢れる食欲	夢逃脫湧食慾	Dreams of Escape	꿈 속에선 탈출 뱃속은 출출
狩ったどー！	終於抓到獵物	Successful Hunt!	사냥 성공!
始まるいかだ作り	開始製作木筏	Intro to Raft-Making	탈출 준비
いざ出航	現在就要出航	Departure At Last	드디어 출항
嵐に飲まれるいかだ	捲入狂風暴雨	Storm-Swallowed Raft	폭풍에 휘말린 뗏목
おかえり ねこのなつやすみ	歡迎回到起點	Welcome Home, Summer Break Cats	돌아온 고양이의 여름 방학
突然のゴースト大発生	鬼魂大量出現	Ghostly Gathering	고스트 대량 발생
シティゴーストハンター	城市鬼魂獵人	City Ghost Hunter	시티 고스트 헌터
憑りつかれた市民	中邪的市民們	Possessed Citizens	귀신 들린 시민들
仮装にまぎれるホンモノ	沒變裝的便裝	Fiend in the Crowd	코스프레 속 진짜 유령
助けて！コスプレ警官	救救我假警察	Fake Cop to the Rescue	불러도 오지 않는 경찰
たぶん塩が効く	灑鹽或許有效	Super-Effective Salt	귀신 쫒는 소금
霊駆除ビジネス	趕鬼商機正夯	Spirit Removal Business	퇴마 비즈니스
霊映えフォトスポット	亡美打卡景點	Haunted Photo Spot	심령사진 포토존
悪霊たちの徹底抗戦	鬼魂奮力反抗	Obstinate Geists	악령들의 결사항전
全員捕縛で一件落着	全部捕捉完畢	Must Capture Them All	고스트 박멸 완료
巳年 Lv.1	蛇年 Lv.1	Year of the Snake Lv.1	뱀의 해 Lv.1
巳年 Lv.2	蛇年 Lv.2	Year of the Snake Lv.2	뱀의 해 Lv.2
巳年 Lv.3	蛇年 Lv.3	Year of the Snake Lv.3	뱀의 해 Lv.3
巳年 Lv.4	蛇年 Lv.4	Year of the Snake Lv.4	뱀의 해 Lv.4
巳年 Lv.5	蛇年 Lv.5	Year of the Snake Lv.5	뱀의 해 Lv.5
巳年 Lv.6	蛇年 Lv.6	Year of the Snake Lv.6	뱀의 해 Lv.6
巳年 Lv.7	蛇年 Lv.7	Year of the Snake Lv.7	뱀의 해 Lv.7
巳年 Lv.8	蛇年 Lv.8	Year of the Snake Lv.8	뱀의 해 Lv.8
巳年 Lv.9	蛇年 Lv.9	Year of the Snake Lv.9	뱀의 해 Lv.9
巳年 Lv.MAX	蛇年 Lv.MAX	Year of the Snake Lv.MAX	뱀의 해 Lv.MAX
激安広告情報戦	折扣優惠百百種	Marketing Feud	세일 광고 정보전
待機列強行軍	代排大軍熱身中	Trapped at Checkout	오픈런 강행군
タイムセール決死隊	限時特賣搶破頭	Bargain Berserker	핫딜 결사대
対象外品トラップ	折購與否起爭執	Deceitful Discount	할인 미적용 함정
コストVSクオリティ	重視價錢或品質	Cost Vs. Quality	가격 vs 품질
止まらない購買欲	停不了的購買慾	Shopaholism	지름신 강림
空に舞い散るクーポン券	從天而降折價券	Scattered Coupons	하늘에서 떨어지는 쿠폰
値切りネゴシエーター	四處殺價的高手	Cutthroat Dealings	가격 흥정 협상가
在庫掃討作戦	店裡有的全包了	Cleaning House	재고떨이 작전
完売御礼	已售罄下次請早	Final Sale Gift	완판 신화
目覚めの海岸	醒來就在海邊	Awaking on a Beach	눈 떠보니 무인도
立ち込める暗雲	突然烏雲密布	Menacing Clouds	드리우는 먹구름
草陰からの視線	草叢中的視線	Gaze from the Grass	풀숲 너머 느껴지는 시선
洞窟で震える夜	洞窟內獨顫抖	Shivering in a Cave	동굴 속 잠 못 이루는 밤
誰にも届かぬSOS	沒人看到SOS	Unnoticed SOS	전달되지 않는 SOS
生き残る	一定要活下去	Survive	목표는 살아남기
住めば都の島暮らし	島嶼是我家鄉	Life in the Island City	섬 생활 적응 완료
採り放題、食べ放題	食材任我採集	Freely Gathering	자연 속 무한 리필
毒キノコで腹下し	吃了毒菇腹瀉	Toadstool Bellyache	독버섯 먹고 배탈
大自然と育む友情	大自然友情釀	Natural Friendship	대자연과 싹트는 우정
夢見る脱出、溢れる食欲	夢逃脫湧食慾	Dreams of Escape	꿈 속에선 탈출 뱃속은 출출
獲物に狙いを定めて	完美鎖定目標	Target Acquired	목표를 노려서
狩ったどー！	終於抓到獵物	Successful Hunt!	사냥 성공!
空腹は最高の調味料	餓到什麼都好	Hunger is the Spice of Life	시장이 반찬
水平線の先に見た希望	地平線見希望	Hope on the Horizon	수평선 끝에 비치는 희망
始まるいかだ作り	開始製作木筏	Intro to Raft-Making	탈출 준비
美しい島の思い出	告別美麗小島	Island Memories	섬 생활을 추억하며
いざ出航	現在就要出航	Departure At Last	드디어 출항
嵐に飲まれるいかだ	捲入狂風暴雨	Storm-Swallowed Raft	폭풍에 휘말린 뗏목
再び目覚めの海岸	又是這個海邊	Reawakening on a Beach	눈 떠보니 다시 무인도
異文化交流 Lv.1	異國文化交流 Lv.1	Cultural Exchange Lv.1	문화 교류 Lv.1
異文化交流 Lv.2	異國文化交流 Lv.2	Cultural Exchange Lv.2	문화 교류 Lv.2
異文化交流 Lv.3	異國文化交流 Lv.3	Cultural Exchange Lv.3	문화 교류 Lv.3
異文化交流 Lv.4	異國文化交流 Lv.4	Cultural Exchange Lv.4	문화 교류 Lv.4
異文化交流 Lv.5	異國文化交流 Lv.5	Cultural Exchange Lv.5	문화 교류 Lv.5
異文化交流 Lv.6	異國文化交流 Lv.6	Cultural Exchange Lv.6	문화 교류 Lv.6
異文化交流 Lv.7	異國文化交流 Lv.7	Cultural Exchange Lv.7	문화 교류 Lv.7
異文化交流 Lv.8	異國文化交流 Lv.8	Cultural Exchange Lv.8	문화 교류 Lv.8
異文化交流 Lv.9	異國文化交流 Lv.9	Cultural Exchange Lv.9	문화 교류 Lv.9
異文化交流 Lv.MAX	異國文化交流 Lv.MAX	Cultural Exchange Lv.MAX	문화 교류 Lv.MAX
リゾート開発計画	渡假勝地開發計畫	Resort Blueprints	리조트 개발 계획
全ては皆の笑顔のため	要讓大家充滿笑容	All for Smiles	모든 것은 손님들의 행복을 위해
経営は頼れる専門家にお任せ	委託專家經營管理	Leave It to a Pro	경영은 전문경영인에게
人気リゾート1位を獲得	人氣渡假村第一名	Strive for Popularity	인기 리조트 1위 달성
高級施設にVIPを招待	高級設施招待VIP	VIP Invitation	VIP만을 위한 공간
溢れる笑顔と隠し金庫	笑容下的秘密金庫	Smiles and Safes	넘쳐나는 웃음과 비밀 금고
裏帳簿、流出	做假帳的證據外流	Leaked Documents	유출된 이중장부
止まらない悪評の連鎖	負面評價沒完沒了	Bad Review Streak	끝없는 리뷰 테러
荒れる心と夢の跡	夢想成廢墟真心碎	Unstable Dreams	남은 건 혼돈과 꿈의 흔적뿐
初心に帰って出直します	回歸初心捲土重來	Start from Scratch	초심으로 돌아가겠습니다
のろしで届いた招待状			
レッドカーペット2km			
延々と開会の挨拶			
祝砲大乱射			
弱肉強食ディナー			
ご歓談ライブ			
おみやげ争奪戦			
笑いと涙の閉会式			
みんなで仲良く記念撮影			
これからもよろしくにゃ			
發掘關卡	発掘ステージ	Enigma Stages	발굴 스테이지
塹壕跡地 超激ムズ	塹壕跡地 超級難	Trench Warfare (Insane)	참호적지 초고난도
断崖絶壁 超激ムズ	斷崖絕壁 超級難	The Precipice (Insane)	단애절벽 초고난도
モンスターのねぐら 極ムズ	怪獸睡窩 極難	Beastly Roost (Deadly)	몬스터 보금자리 극난도
修行一刻 超激ムズ	修行一刻 超級難	An Hour's Training (Insane)	수행 1시간 초고난도
修行十刻 極ムズ	修行十刻  極難	A Month's Training (Deadly)	수행 10시간 극난도
修行百刻 極ムズ	修行百刻 極難	A Year's Training (Deadly)	수행 100시간 극난도
深度10m 極ムズ	深度１０ｍ 極難	10 Meters Deep (Deadly)	심도10m 극난도
溶岩湖 超激ムズ	溶岩湖 超級難	Lake of Lava (Insane)	용암호 초고난도
モンスターの巣窟 極ムズ	怪獸巢窟 極難	Monster's Nest (Deadly)	몬스터 소굴 극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
起源の祠 極ムズ	起源祠堂 極難	Cradle Shrine (Deadly)	기원의 사당 극난도
頂の祠 超極ムズ	頂點祠堂 超極難	Summit Shrine (Merciless)	정점의 사당 초극난도
秘境の祠 超極ムズ	秘境祠堂 超極難	Frontier Shrine (Merciless)	비경의 사당 초극난도
昼のムシムシ大作戦	正午熱樂捉蟲大作戰	Afternoon Bug Hunt	대낮의 벌레 대작전
夕方のムシムシ大作戦	傍晚熱樂捉蟲大作戰	Evening Bug Hunt	해질녘의 벌레 대작전
夜のムシムシ大作戦	夜間熱樂捉蟲大作戰	Midnight Bug Hunt	깊은 밤의 벌레 대작전
起源の樹海 極ムズ	起源的樹海 極難	Cradle Wilderness (Deadly)	기원의 숲의 바다 극난도
頂の樹海 超極ムズ	頂點的樹海 超極難	Summit Wilderness (Merciless)	정점의 숲의 바다 초극난도
秘境の樹海 超極ムズ	秘境的樹海 超極難	Frontier Wilderness (Merciless)	비경의 숲의 바다 초극난도
036-00	036-00	036-00	036-00
037-00	037-00	037-00	037-00
038-00	038-00	038-00	038-00
039-00	039-00	039-00	039-00
040-00	040-00	040-00	040-00
041-00	041-00	041-00	041-00
042-00	042-00	042-00	042-00
043-00	043-00	043-00	043-00
044-00	044-00	044-00	044-00
045-00	045-00	045-00	045-00
046-00	046-00	046-00	046-00
047-00	047-00	047-00	047-00
048-00	048-00	048-00	048-00
049-00	049-00	049-00	049-00
050-00	050-00	050-00	050-00
昼のムシムシ大作戦	正午熱樂捉蟲大作戰	Afternoon Bug Hunt	대낮의 벌레 대작전
昼のムシムシ大作戦	正午熱樂捉蟲大作戰	Afternoon Bug Hunt	대낮의 벌레 대작전
昼のムシムシ大作戦	正午熱樂捉蟲大作戰	Afternoon Bug Hunt	대낮의 벌레 대작전
夕方のムシムシ大作戦	傍晚熱樂捉蟲大作戰	Evening Bug Hunt	해질녘의 벌레 대작전
夕方のムシムシ大作戦	傍晚熱樂捉蟲大作戰	Evening Bug Hunt	해질녘의 벌레 대작전
夕方のムシムシ大作戦	傍晚熱樂捉蟲大作戰	Evening Bug Hunt	해질녘의 벌레 대작전
夜のムシムシ大作戦	夜間熱樂捉蟲大作戰	Midnight Bug Hunt	깊은 밤의 벌레 대작전
夜のムシムシ大作戦	夜間熱樂捉蟲大作戰	Midnight Bug Hunt	깊은 밤의 벌레 대작전
夜のムシムシ大作戦	夜間熱樂捉蟲大作戰	Midnight Bug Hunt	깊은 밤의 벌레 대작전
紫獣石の密林Ⅰ	紫獸石的密林Ⅰ	Purple Stone Forest I	자수석 밀림 Ⅰ
紅獣石の密林Ⅰ	紅獸石的密林Ⅰ	Red Stone Forest I	홍수석 밀림 Ⅰ
紫獣石の密林Ⅱ	紫獸石的密林Ⅱ	Purple Stone Forest II	자수석 밀림 Ⅱ
